start,goal,runs_attempted,runs_successful,mean_sec,std_sec,best_sec,worst_sec
회기,방배,30,30,0.0002869366666666299,4.451897335842521e-05,0.0002443000000000861,0.0004201999999999817
신답,온양온천,30,30,0.0003756099999999781,3.20523774469466e-05,0.00035200000000013,0.0005266000000001547
연신내,인천,30,30,0.0003370500000000017,5.044067637665537e-05,0.0002919000000001226,0.00046429999999997307
학여울,정발산,30,30,0.00042428666666665115,0.0001160534122242354,0.00033980000000011223,0.0008958999999999495
대화,상왕십리,30,30,0.00020067666666664005,3.7860750858318237e-05,0.00017209999999989734,0.0003337999999999397
부개,군포,30,30,0.00021832000000000147,0.0001432277961849647,0.00014880000000006,0.0008089000000000013
쌍용,개화산,30,30,0.00026591000000000255,3.535834979182047e-05,0.0002397999999999012,0.00037980000000015224
부평,보산,30,30,0.000621486666666667,0.00011829539786295969,0.0005334999999999646,0.0009791999999999579
간석,금호,30,30,0.00026347333333333426,4.3811093978089346e-05,0.0002313999999998817,0.00044250000000012335
구파발,부평,30,30,0.00030098333333330454,5.67594695965907e-05,0.00026900000000007473,0.000501099999999921
금정,고덕,30,30,0.00030809666666666106,1.605406455974764e-05,0.00028690000000008986,0.000358400000000092
신정네거리,금호,30,30,0.00026393999999998476,5.6076409775701404e-05,0.00023210000000006836,0.0005022999999999556
하남풍산,삼각지,30,30,0.00020079999999999358,3.0440597891598193e-05,0.00017439999999990796,0.0003002999999999201
성환,진위,30,30,0.00012569000000001534,1.2600062169131832e-05,0.00011500000000008725,0.00016700000000002824
범계,회기,30,30,0.00031000666666668083,5.3934379470725834e-05,0.000263200000000019,0.00043650000000017286
도봉산,중동,30,30,0.00033299666666664063,6.400455964660779e-05,0.0002930999999999351,0.0005432999999999133
상계,중동,30,30,0.0003258833333333359,6.290247522070063e-05,0.00028580000000011374,0.0005573000000000938
용답,미사,30,30,0.00020280333333337156,5.0734836705732984e-05,0.00017010000000006187,0.0003811000000000231
녹양,녹천,30,30,0.000137583333333328,1.2315926906069922e-05,0.00012570000000011738,0.0001799000000000106
이대,애오개,30,30,0.00013203333333332198,1.0316082374403366e-05,0.00012189999999989709,0.00016890000000002736
을지로4가,용산,30,30,0.00017226000000001296,1.4687377800913446e-05,0.00016140000000008925,0.00022559999999982594
종합운동장,구로디지털단지,30,30,0.00016393999999999575,4.104216206130185e-05,0.00013580000000001924,0.00028329999999998634
